id,isolate,country,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),,,,,,,,,,,LIN2,LIN3,LIN4
136393,UG155,Uganda,20042,16_1_0_12_0_0_0_0_0_0_0,16,1,0,12,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_12
136394,UG156,Uganda,20043,16_1_0_8_0_0_0_0_0_0_0,16,1,0,8,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_8
136395,UG157,Uganda,20044,1_0_0_4_0_0_0_0_0_1_0,1,0,0,4,0,0,0,0,0,1,0,1_0,1_0_0,1_0_0_4
136396,UG158,Uganda,20045,16_1_0_5_1_0_0_0_0_0_0,16,1,0,5,1,0,0,0,0,0,0,16_1,16_1_0,16_1_0_5
136397,UG159,Uganda,20046,1_0_0_0_14_0_0_0_0_1_0,1,0,0,0,14,0,0,0,0,1,0,1_0,1_0_0,1_0_0_0
136398,UG160,Uganda,20047,0_0_23_15_0_2_0_0_0_0_0,0,0,23,15,0,2,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136399,UG161,Uganda,20048,0_16_0_1_34_0_0_0_0_0_0,0,16,0,1,34,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136400,UG164,Uganda,20049,0_16_0_1_24_1_0_0_0_0_0,0,16,0,1,24,1,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136401,UG165,Uganda,20050,0_9_0_5_18_0_0_0_0_0_0,0,9,0,5,18,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136402,UG168,Uganda,20051,1_0_1_0_1_0_0_0_0_0_0,1,0,1,0,1,0,0,0,0,0,0,1_0,1_0_1,1_0_1_0
136403,UG169,Uganda,20052,0_0_33_124_5_0_0_0_0_0_0,0,0,33,124,5,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136404,UG170,Uganda,20053,0_16_9_1_4_0_0_0_0_0_0,0,16,9,1,4,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136405,UG171,Uganda,20054,1_0_0_2_1_0_0_0_0_0_0,1,0,0,2,1,0,0,0,0,0,0,1_0,1_0_0,1_0_0_2
136406,UG172,Uganda,20055,0_0_36_4_36_0_0_0_0_0_0,0,0,36,4,36,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136407,UG173,Uganda,20056;20062,16_1_0_7_0_0_0_0_0_0_0,16,1,0,7,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_7
136408,UG174,Uganda,20057,0_0_36_4_28_0_0_0_0_0_0,0,0,36,4,28,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136409,UG176,Uganda,,,,,,,,,,,,,,_,__,___
136410,UG177,Uganda,20058,16_1_0_2_9_0_0_0_0_0_0,16,1,0,2,9,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136411,UG178,Uganda,20059,0_0_36_12_0_0_0_0_0_0_0,0,0,36,12,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_12
136412,UG179,Uganda,20060,1_0_0_0_14_0_0_0_0_0_0,1,0,0,0,14,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136413,UG180,Uganda,20061,0_0_36_4_33_0_0_0_0_0_0,0,0,36,4,33,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136414,UG181,Uganda,20054,1_0_0_2_1_0_0_0_0_0_0,1,0,0,2,1,0,0,0,0,0,0,1_0,1_0_0,1_0_0_2
136415,UG183,Uganda,20062,16_1_0_7_0_0_0_0_0_0_0,16,1,0,7,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_7
136416,UG184,Uganda,20063,0_0_36_4_15_0_0_0_0_0_0,0,0,36,4,15,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136417,UG185,Uganda,20064,0_16_4_0_14_2_0_0_0_0_0,0,16,4,0,14,2,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136418,UG186,Uganda,20065,1_0_0_7_0_0_0_0_0_0_0,1,0,0,7,0,0,0,0,0,0,0,1_0,1_0_0,1_0_0_7
136419,UG187,Uganda,20066,1_0_0_4_0_0_0_0_0_1_0,1,0,0,4,0,0,0,0,0,1,0,1_0,1_0_0,1_0_0_4
136420,UG188,Uganda,20067,0_0_33_139_0_1_0_0_0_0_0,0,0,33,139,0,1,0,0,0,0,0,0_0,0_0_33,0_0_33_139
136421,UG190,Uganda,20068,0_16_9_1_18_0_0_0_0_0_0,0,16,9,1,18,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136422,UG191,Uganda,20069,0_0_33_137_0_0_0_0_0_0_0,0,0,33,137,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_137
136423,UG192,Uganda,20070,0_16_4_0_20_0_0_0_0_0_0,0,16,4,0,20,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136424,UG193,Uganda,20071,0_2_55_1_2_0_0_0_0_0_0,0,2,55,1,2,0,0,0,0,0,0,0_2,0_2_55,0_2_55_1
136425,UG194,Uganda,20072,0_0_33_49_4_0_0_0_0_0_0,0,0,33,49,4,0,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136426,UG196,Uganda,20073,0_2_21_0_11_4_0_0_0_0_0,0,2,21,0,11,4,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136427,UG199,Uganda,20019;20046;20074,1_0_0_0_14_0_0_0_0_1_0,1,0,0,0,14,0,0,0,0,1,0,1_0,1_0_0,1_0_0_0
136428,UG200,Uganda,20075,16_1_0_3_1_0_0_0_0_0_0,16,1,0,3,1,0,0,0,0,0,0,16_1,16_1_0,16_1_0_3
136429,UG201,Uganda,20076,0_0_36_4_32_0_0_0_0_0_0,0,0,36,4,32,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136430,UG202,Uganda,20077,0_0_33_124_4_0_0_0_0_0_0,0,0,33,124,4,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136431,UG203,Uganda,20078,0_0_33_46_14_0_0_0_0_0_0,0,0,33,46,14,0,0,0,0,0,0,0_0,0_0_33,0_0_33_46
136432,UG204,Uganda,20079,0_9_0_5_16_0_0_0_0_0_0,0,9,0,5,16,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136433,UG205,Uganda,20080,0_16_0_1_40_0_0_0_0_0_0,0,16,0,1,40,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136434,UG208,Uganda,20081,0_0_33_129_1_0_0_0_0_0_0,0,0,33,129,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_129
136435,UG209,Uganda,20082,1_0_0_0_9_0_0_0_0_0_0,1,0,0,0,9,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136436,UG210,Uganda,20083,0_0_23_15_10_0_0_0_0_0_0,0,0,23,15,10,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136437,UG211,Uganda,20084,0_0_23_15_0_1_0_0_0_0_0,0,0,23,15,0,1,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136438,UG212,Uganda,20085,16_1_0_15_0_0_0_0_0_0_0,16,1,0,15,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_15
136439,UG213,Uganda,20086;20094,0_16_9_1_16_0_0_0_0_0_0,0,16,9,1,16,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136440,UG214,Uganda,20087,0_0_33_157_0_0_0_0_0_0_0,0,0,33,157,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_157
136441,UG215,Uganda,20088,0_0_33_140_0_0_0_0_0_0_0,0,0,33,140,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_140
136442,UG216,Uganda,20089;20240,0_9_0_5_10_0_0_0_0_0_0,0,9,0,5,10,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136443,UG217,Uganda,20090,16_1_2_0_0_0_0_0_0_0_0,16,1,2,0,0,0,0,0,0,0,0,16_1,16_1_2,16_1_2_0
136444,UG218,Uganda,20081;20091,0_0_33_129_1_0_0_0_0_0_0,0,0,33,129,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_129
136445,UG219,Uganda,20092;20116;20133,0_16_4_0_24_0_0_0_0_0_0,0,16,4,0,24,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136446,UG220,Uganda,20093,0_0_33_124_3_0_0_0_0_0_0,0,0,33,124,3,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136447,UG223,Uganda,20094,0_16_9_1_16_0_0_0_0_0_0,0,16,9,1,16,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136448,UG225,Uganda,20095,1_0_0_0_10_0_0_0_0_0_0,1,0,0,0,10,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136449,UG226,Uganda,20096,0_16_4_2_0_0_0_0_0_0_0,0,16,4,2,0,0,0,0,0,0,0,0_16,0_16_4,0_16_4_2
136450,UG227,Uganda,20097,0_16_4_0_23_0_0_0_0_0_0,0,16,4,0,23,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136451,UG228,Uganda,20098,0_0_33_123_1_0_0_0_0_0_0,0,0,33,123,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_123
136452,UG229,Uganda,20099,0_0_36_4_26_0_0_0_0_0_0,0,0,36,4,26,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136453,UG230,Uganda,20100,0_16_0_1_37_0_0_0_0_0_0,0,16,0,1,37,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136454,UG231,Uganda,20101,1_1_34_15_1_0_0_0_0_0_0,1,1,34,15,1,0,0,0,0,0,0,1_1,1_1_34,1_1_34_15
136455,UG233,Uganda,20102,0_16_4_0_18_0_0_0_0_0_0,0,16,4,0,18,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136456,UG234,Uganda,20103,0_0_33_46_15_0_0_0_0_0_0,0,0,33,46,15,0,0,0,0,0,0,0_0,0_0_33,0_0_33_46
136457,UG235,Uganda,20104,0_16_9_3_0_0_0_1_0_0_0,0,16,9,3,0,0,0,1,0,0,0,0_16,0_16_9,0_16_9_3
136458,UG236,Uganda,20105,0_0_33_49_1_1_0_0_0_0_0,0,0,33,49,1,1,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136459,UG237,Uganda,20106,0_16_9_1_11_0_0_0_0_0_0,0,16,9,1,11,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136460,UG238,Uganda,20107,0_16_0_7_5_0_0_0_0_0_0,0,16,0,7,5,0,0,0,0,0,0,0_16,0_16_0,0_16_0_7
136461,UG239,Uganda,20108,0_0_23_15_10_0_0_0_0_1_0,0,0,23,15,10,0,0,0,0,1,0,0_0,0_0_23,0_0_23_15
136462,UG240,Uganda,20109,0_0_33_128_2_0_0_0_0_0_0,0,0,33,128,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_128
136463,UG241,Uganda,20110,0_0_36_4_10_1_0_0_0_0_0,0,0,36,4,10,1,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136464,UG243,Uganda,20111,0_16_9_1_1_0_1_0_0_0_0,0,16,9,1,1,0,1,0,0,0,0,0_16,0_16_9,0_16_9_1
136465,UG244,Uganda,20112,0_16_4_0_25_0_0_0_0_0_0,0,16,4,0,25,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136466,UG246,Uganda,20113,0_16_9_1_1_1_0_0_0_0_0,0,16,9,1,1,1,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136467,UG247,Uganda,20114,0_16_12_1_0_0_0_0_0_0_0,0,16,12,1,0,0,0,0,0,0,0,0_16,0_16_12,0_16_12_1
136468,UG248,Uganda,20115,1_1_34_5_0_0_0_0_1_0_0,1,1,34,5,0,0,0,0,1,0,0,1_1,1_1_34,1_1_34_5
136469,UG249,Uganda,20116;20133,0_16_4_0_24_0_0_0_0_0_0,0,16,4,0,24,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136470,UG250,Uganda,20117,0_16_12_0_0_0_0_0_0_0_0,0,16,12,0,0,0,0,0,0,0,0,0_16,0_16_12,0_16_12_0
136471,UG251,Uganda,20118,0_16_4_0_19_0_0_0_0_0_0,0,16,4,0,19,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136472,UG253,Uganda,20119,0_16_0_1_33_0_1_0_0_0_0,0,16,0,1,33,0,1,0,0,0,0,0_16,0_16_0,0_16_0_1
136473,UG256,Uganda,20120,0_0_23_29_0_0_0_0_0_0_0,0,0,23,29,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_29
136474,UG257,Uganda,20121,0_16_9_1_1_0_1_1_0_0_0,0,16,9,1,1,0,1,1,0,0,0,0_16,0_16_9,0_16_9_1
136475,UG258,Uganda,20122,0_2_55_3_1_0_0_0_0_0_0,0,2,55,3,1,0,0,0,0,0,0,0_2,0_2_55,0_2_55_3
136476,UG259,Uganda,20083;20123,0_0_23_15_10_0_0_0_0_0_0,0,0,23,15,10,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136477,UG260,Uganda,20124,1_0_0_0_11_0_0_0_0_0_0,1,0,0,0,11,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136478,UG261,Uganda,20125,0_9_0_5_12_0_0_0_0_0_0,0,9,0,5,12,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136479,UG262,Uganda,20126,0_0_33_124_13_0_0_0_0_0_0,0,0,33,124,13,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136480,UG263,Uganda,20127,0_0_23_15_0_4_0_0_0_0_0,0,0,23,15,0,4,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136481,UG264,Uganda,20128,0_16_0_1_39_0_0_0_0_0_0,0,16,0,1,39,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136482,UG265,Uganda,20129,0_0_36_4_24_0_0_0_0_0_0,0,0,36,4,24,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136483,UG266,Uganda,20130,0_16_9_1_7_0_0_0_0_0_0,0,16,9,1,7,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136484,UG267,Uganda,20131;33767,0_0_23_13_1_0_0_0_0_0_0,0,0,23,13,1,0,0,0,0,0,0,0_0,0_0_23,0_0_23_13
136485,UG268,Uganda,20132;26242,0_0_33_151_0_0_0_0_0_0_0,0,0,33,151,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_151
136486,UG269,Uganda,20133,0_16_4_0_24_0_0_0_0_0_0,0,16,4,0,24,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136487,UG270,Uganda,20083;20134,0_0_23_15_10_0_0_0_0_0_0,0,0,23,15,10,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136488,UG271,Uganda,20135,0_0_33_135_0_0_0_0_0_0_0,0,0,33,135,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_135
136489,UG273,Uganda,20136,0_16_10_0_1_0_0_0_0_0_0,0,16,10,0,1,0,0,0,0,0,0,0_16,0_16_10,0_16_10_0
136490,UG274,Uganda,20137,0_16_9_1_5_0_0_1_0_0_0,0,16,9,1,5,0,0,1,0,0,0,0_16,0_16_9,0_16_9_1
136491,UG275,Uganda,20138,0_0_36_4_29_0_0_0_0_0_0,0,0,36,4,29,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136492,UG276,Uganda,20139,0_0_33_49_3_0_0_0_1_0_0,0,0,33,49,3,0,0,0,1,0,0,0_0,0_0_33,0_0_33_49
136493,UG277,Uganda,20140,1_0_0_0_13_0_0_0_0_0_0,1,0,0,0,13,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136494,UG279,Uganda,20141,0_2_55_4_1_0_0_0_0_0_0,0,2,55,4,1,0,0,0,0,0,0,0_2,0_2_55,0_2_55_4
136495,UG280,Uganda,20142,0_26_0_0_0_0_0_0_0_0_0,0,26,0,0,0,0,0,0,0,0,0,0_26,0_26_0,0_26_0_0
136496,UG281,Uganda,20143,0_2_55_3_1_1_0_0_0_0_0,0,2,55,3,1,1,0,0,0,0,0,0_2,0_2_55,0_2_55_3
136497,UG283,Uganda,20144,0_9_0_5_13_0_0_0_0_0_0,0,9,0,5,13,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136498,UG284,Uganda,20145,0_0_23_15_3_0_0_0_0_0_0,0,0,23,15,3,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136499,UG285,Uganda,20146,0_16_4_0_21_0_0_0_0_0_0,0,16,4,0,21,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136500,UG286,Uganda,20147,0_0_33_49_3_0_0_0_1_1_0,0,0,33,49,3,0,0,0,1,1,0,0_0,0_0_33,0_0_33_49
136501,UG287,Uganda,20148,0_0_23_15_11_0_0_0_0_0_0,0,0,23,15,11,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136502,UG289,Uganda,20149,1_1_34_5_1_0_0_0_0_0_0,1,1,34,5,1,0,0,0,0,0,0,1_1,1_1_34,1_1_34_5
136503,UG293,Uganda,20150,1_1_34_9_1_0_0_0_0_0_0,1,1,34,9,1,0,0,0,0,0,0,1_1,1_1_34,1_1_34_9
136504,UG294,Uganda,20151,0_16_0_1_35_0_0_0_0_0_0,0,16,0,1,35,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136505,UG295,Uganda,20152,0_0_33_139_0_0_0_0_0_0_0,0,0,33,139,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_139
136506,UG297,Uganda,20081;20091,0_0_33_129_1_0_0_0_0_0_0,0,0,33,129,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_129
136507,UG298,Uganda,20153,0_0_23_15_7_0_0_0_0_0_0,0,0,23,15,7,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136508,UG299,Uganda,20154,0_0_33_147_0_0_0_0_0_0_0,0,0,33,147,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_147
136509,UG300,Uganda,20155,1_1_34_0_6_0_0_0_0_0_0,1,1,34,0,6,0,0,0,0,0,0,1_1,1_1_34,1_1_34_0
136510,UG301,Uganda,20156,0_0_33_142_0_0_0_0_0_0_0,0,0,33,142,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_142
136511,UG302,Uganda,20157,1_0_0_2_3_0_0_0_0_1_0,1,0,0,2,3,0,0,0,0,1,0,1_0,1_0_0,1_0_0_2
136512,UG303,Uganda,20158,0_9_0_5_10_2_0_0_0_1_0,0,9,0,5,10,2,0,0,0,1,0,0_9,0_9_0,0_9_0_5
136513,UG304,Uganda,20159,0_0_33_143_0_0_0_0_0_0_0,0,0,33,143,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_143
136514,UG305,Uganda,20160,0_0_33_53_6_0_0_0_0_0_0,0,0,33,53,6,0,0,0,0,0,0,0_0,0_0_33,0_0_33_53
136515,UG306,Uganda,20161,0_16_9_5_0_0_0_0_0_0_0,0,16,9,5,0,0,0,0,0,0,0,0_16,0_16_9,0_16_9_5
136516,UG308,Uganda,20162,0_0_36_11_0_0_0_0_0_0_0,0,0,36,11,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_11
136517,UG309,Uganda,20163;20172,0_9_0_5_9_0_0_0_0_1_0,0,9,0,5,9,0,0,0,0,1,0,0_9,0_9_0,0_9_0_5
136518,UG310,Uganda,20164,0_0_33_128_1_0_0_0_0_0_0,0,0,33,128,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_128
136519,UG311,Uganda,20165,0_16_12_0_1_0_0_0_0_0_0,0,16,12,0,1,0,0,0,0,0,0,0_16,0_16_12,0_16_12_0
136520,UG312,Uganda,20166,1_0_0_2_3_0_0_0_0_0_0,1,0,0,2,3,0,0,0,0,0,0,1_0,1_0_0,1_0_0_2
136521,UG313,Uganda,20167,0_9_0_5_10_2_0_0_0_0_0,0,9,0,5,10,2,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136522,UG314,Uganda,20168,0_16_9_1_1_0_2_0_0_0_0,0,16,9,1,1,0,2,0,0,0,0,0_16,0_16_9,0_16_9_1
136523,UG315,Uganda,20169,0_16_0_1_36_0_0_0_0_0_0,0,16,0,1,36,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136524,UG316,Uganda,20170,0_0_23_29_0_2_0_0_0_0_0,0,0,23,29,0,2,0,0,0,0,0,0_0,0_0_23,0_0_23_29
136525,UG318,Uganda,20171,0_9_0_5_11_0_0_0_0_0_0,0,9,0,5,11,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136526,UG319,Uganda,20172,0_9_0_5_9_0_0_0_0_1_0,0,9,0,5,9,0,0,0,0,1,0,0_9,0_9_0,0_9_0_5
136527,UG320,Uganda,20173,0_2_21_0_15_0_0_0_0_0_0,0,2,21,0,15,0,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136528,UG321,Uganda,20174,0_0_23_15_4_0_0_0_0_0_0,0,0,23,15,4,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136529,UG322,Uganda,20175,1_0_0_2_3_0_0_0_0_1_0,1,0,0,2,3,0,0,0,0,1,0,1_0,1_0_0,1_0_0_2
136530,UG324,Uganda,20176,0_0_33_143_0_0_0_0_0_2_0,0,0,33,143,0,0,0,0,0,2,0,0_0,0_0_33,0_0_33_143
136531,UG325,Uganda,20177,0_0_36_14_0_0_0_0_0_0_0,0,0,36,14,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_14
136532,UG326,Uganda,20178,0_2_55_4_0_0_0_0_0_0_0,0,2,55,4,0,0,0,0,0,0,0,0_2,0_2_55,0_2_55_4
136533,UG327,Uganda,20179,0_0_36_14_0_0_0_0_0_1_0,0,0,36,14,0,0,0,0,0,1,0,0_0,0_0_36,0_0_36_14
136534,UG328,Uganda,20180,0_2_55_3_2_0_0_0_0_0_0,0,2,55,3,2,0,0,0,0,0,0,0_2,0_2_55,0_2_55_3
136535,UG329,Uganda,20181,0_16_0_13_0_0_0_0_0_1_0,0,16,0,13,0,0,0,0,0,1,0,0_16,0_16_0,0_16_0_13
136536,UG331,Uganda,20182;20192;26041,0_16_12_0_0_1_0_0_0_0_0,0,16,12,0,0,1,0,0,0,0,0,0_16,0_16_12,0_16_12_0
136537,UG332,Uganda,20183,0_0_33_146_0_0_0_0_0_0_0,0,0,33,146,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_146
136538,UG333,Uganda,20184,16_1_0_18_0_0_0_0_0_0_0,16,1,0,18,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_18
136539,UG334,Uganda,20185,0_0_33_143_0_0_0_0_0_1_0,0,0,33,143,0,0,0,0,0,1,0,0_0,0_0_33,0_0_33_143
136540,UG335,Uganda,20186,16_1_0_3_2_0_0_1_0_0_0,16,1,0,3,2,0,0,1,0,0,0,16_1,16_1_0,16_1_0_3
136541,UG336,Uganda,20187,0_2_55_4_0_0_0_0_0_1_0,0,2,55,4,0,0,0,0,0,1,0,0_2,0_2_55,0_2_55_4
136542,UG338,Uganda,20188,0_0_33_53_7_0_0_0_0_0_0,0,0,33,53,7,0,0,0,0,0,0,0_0,0_0_33,0_0_33_53
136543,UG339,Uganda,20189,0_9_0_5_9_0_0_0_0_2_0,0,9,0,5,9,0,0,0,0,2,0,0_9,0_9_0,0_9_0_5
136544,UG340,Uganda,20190,0_0_36_15_0_0_0_0_0_0_0,0,0,36,15,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_15
136545,UG341,Uganda,20190;20191,0_0_36_15_0_0_0_0_0_0_0,0,0,36,15,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_15
136546,UG342,Uganda,20192,0_16_12_0_0_1_0_0_0_0_0,0,16,12,0,0,1,0,0,0,0,0,0_16,0_16_12,0_16_12_0
136547,UG344,Uganda,20193,0_16_0_1_24_3_0_0_0_0_0,0,16,0,1,24,3,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136548,UG346,Uganda,20194,0_0_33_135_0_0_0_0_1_0_0,0,0,33,135,0,0,0,0,1,0,0,0_0,0_0_33,0_0_33_135
136549,UG347,Uganda,20195,0_0_33_149_0_0_0_0_0_0_0,0,0,33,149,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_149
136550,UG349,Uganda,20196,14_0_2_0_1_0_0_0_0_0_0,14,0,2,0,1,0,0,0,0,0,0,14_0,14_0_2,14_0_2_0
136551,UG350,Uganda,20197;26042,0_16_9_1_5_0_0_0_0_0_0,0,16,9,1,5,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136552,UG351,Uganda,19992;20198,0_0_36_4_9_0_0_0_0_0_0,0,0,36,4,9,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136553,UG352,Uganda,20199,0_0_36_4_9_0_0_0_0_1_0,0,0,36,4,9,0,0,0,0,1,0,0_0,0_0_36,0_0_36_4
136554,UG353,Uganda,20200,0_16_0_7_4_0_0_0_0_0_0,0,16,0,7,4,0,0,0,0,0,0,0_16,0_16_0,0_16_0_7
136555,UG354,Uganda,20201,0_16_4_0_14_3_0_0_0_0_0,0,16,4,0,14,3,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136556,UG355,Uganda,20202;20287,0_16_9_1_5_0_1_0_0_0_0,0,16,9,1,5,0,1,0,0,0,0,0_16,0_16_9,0_16_9_1
136557,UG357,Uganda,20203,0_16_9_2_1_0_0_0_0_0_0,0,16,9,2,1,0,0,0,0,0,0,0_16,0_16_9,0_16_9_2
136558,UG359,Uganda,20204,0_0_23_15_6_0_0_0_0_0_0,0,0,23,15,6,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136559,UG360,Uganda,20205,0_9_0_5_22_0_0_0_0_0_0,0,9,0,5,22,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136560,UG361,Uganda,20206,1_0_0_3_0_0_0_0_0_0_0,1,0,0,3,0,0,0,0,0,0,0,1_0,1_0_0,1_0_0_3
136561,UG362,Uganda,20207,16_1_0_17_0_0_0_0_0_0_0,16,1,0,17,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_17
136562,UG363,Uganda,20208,0_16_12_0_0_1_0_0_0_0_0,0,16,12,0,0,1,0,0,0,0,0,0_16,0_16_12,0_16_12_0
136563,UG364,Uganda,20209,0_16_9_3_0_1_0_0_0_0_0,0,16,9,3,0,1,0,0,0,0,0,0_16,0_16_9,0_16_9_3
136564,UG365,Uganda,20210,0_0_33_124_6_0_0_0_0_1_0,0,0,33,124,6,0,0,0,0,1,0,0_0,0_0_33,0_0_33_124
136565,UG367,Uganda,20211,0_0_47_26_0_0_0_0_0_0_0,0,0,47,26,0,0,0,0,0,0,0,0_0,0_0_47,0_0_47_26
136566,UG368,Uganda,20161;20212,0_16_9_5_0_0_0_0_0_0_0,0,16,9,5,0,0,0,0,0,0,0,0_16,0_16_9,0_16_9_5
136567,UG369,Uganda,20213,0_0_33_133_0_0_0_0_0_0_0,0,0,33,133,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_133
136568,UG370,Uganda,20163;20172;20214,0_9_0_5_9_0_0_0_0_1_0,0,9,0,5,9,0,0,0,0,1,0,0_9,0_9_0,0_9_0_5
136569,UG371,Uganda,20215,0_0_33_54_2_0_0_0_0_0_0,0,0,33,54,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_54
136570,UG372,Uganda,20216,0_9_0_7_1_0_0_0_0_0_0,0,9,0,7,1,0,0,0,0,0,0,0_9,0_9_0,0_9_0_7
136571,UG373,Uganda,20217,0_16_0_1_31_0_0_0_0_0_0,0,16,0,1,31,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136572,UG375,Uganda,20218,0_0_23_15_0_3_0_0_0_0_0,0,0,23,15,0,3,0,0,0,0,0,0_0,0_0_23,0_0_23_15
