id,isolate,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LIN1,LIN2,LIN3,LIN4
155462,17MUS-AH071,34348,0_2_71_0_2_0_0_1_0_0_0,0,0_2,0_2_71,0_2_71_0
155463,17MUS-AH073-1,34349; 34350,0_0_33_12_366_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155464,17MUS-AH073-2,34350,0_0_33_12_366_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155465,17MUS-AH074,34351; 45003,0_0_23_41_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_41
155466,17MUS-AH075,34352; 39063,0_0_33_12_354_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155467,17MUS-AH076,34353,0_0_33_12_360_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155468,17MUS-AH098,34354,0_2_1_26_0_0_0_0_0_0_0,0,0_2,0_2_1,0_2_1_26
155469,17MUS-AH100,34355,1_1_17_16_1_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_16
155470,17MUS-AH101,34356,0_0_33_12_358_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155471,17MUS-AH103,34357,0_2_55_1_4_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_1
155472,17MUS-AH105,34358; 41879; 45004,0_0_28_3_0_0_0_0_0_0_0,0,0_0,0_0_28,0_0_28_3
155473,17MUS-AH106,34359,0_18_22_8_0_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_8
155474,17MUS-AH107,34360,0_2_86_0_0_0_0_0_0_0_0,0,0_2,0_2_86,0_2_86_0
155475,17MUS-AH108-1,34361; 41880,0_0_25_0_2_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_0
155476,17MUS-AH108-2,34361; 41880,0_0_25_0_2_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_0
155477,17MUS-AH110,34362,0_0_33_12_344_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155478,17MUS-AH111,34363,0_0_33_12_356_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155479,17MUS-AH112,34364; 45005,0_0_33_12_365_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155480,17MUS-AH116,34365,0_2_71_0_0_2_0_0_0_0_0,0,0_2,0_2_71,0_2_71_0
155481,17MUS-AH123,34366,0_0_47_11_1_0_0_1_0_0_0,0,0_0,0_0_47,0_0_47_11
155482,17MUS-AH124,34367,0_0_33_12_362_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155483,MP12-MUS-001,34368,1_1_17_4_24_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155484,MP12-MUS-010,34369,1_1_17_4_25_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155485,MP12-MUS-012,34370; 45006,0_0_23_2_14_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_2
155486,MP12-MUS-013,34371,0_18_22_0_1_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_0
155487,MP12-MUS-015,34372,0_18_22_6_0_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_6
155488,MP12-MUS-028,34373,1_1_27_6_15_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155489,MP12-MUS-030,34374; 41881; 45007,0_0_23_39_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_39
155490,MP12-MUS-035,34375,0_0_33_12_357_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155491,MP12-MUS-037,34376; 45008,0_0_23_2_15_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_2
155492,MP12-MUS-041,34377,0_0_47_6_24_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155493,MP12-MUS-044,34378; 45009,0_0_23_34_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_34
155494,MP12-MUS-046,34379,1_1_27_17_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_17
155495,MP12-MUS-047,34380; 40592,1_1_17_4_26_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155496,MP12-MUS-048,34381,0_2_21_0_7_1_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
155497,MP12-MUS-050,34382,0_0_33_12_156_2_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155498,MP12-MUS-051,34383,0_31_0_0_0_0_0_0_0_0_0,0,0_31,0_31_0,0_31_0_0
155499,MP12-MUS-053,34409,0_0_36_0_9_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_0
155500,MP12-MUS-055,34384,1_1_17_21_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_21
155501,MP12-MUS-056,34385,1_1_27_6_2_1_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155502,MP12-MUS-057,34386,1_1_27_6_14_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155503,MP12-MUS-059,34387; 45010,0_0_33_12_353_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155504,MP12-MUS-060,34410; 45011,1_1_27_20_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_20
155508,MP12-MUS-066,34411; 41882,0_0_47_6_33_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155509,MP12-MUS-069,34412; 41883,0_0_47_6_33_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155510,MP12-MUS-074,34413; 41884,1_1_27_6_2_2_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155511,MP12-MUS-078,34379,1_1_27_17_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_17
155512,MP12-MUS-079,34414; 41204; 41885,0_0_18_23_7_0_0_0_0_0_0,0,0_0,0_0_18,0_0_18_23
155513,KN13-MUS-001,34415; 41886,1_1_17_21_1_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_21
155514,KN13-MUS-003,34416; 41887,0_0_33_12_371_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155515,KN13-MUS-014,41796,1_1_76_0_0_0_0_0_0_0_0,1,1_1,1_1_76,1_1_76_0
155516,KN13-MUS-073,34417; 41888,0_16_0_1_45_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155517,KN13-MUS-075,34418; 41205; 41345; 41889,0_0_47_6_28_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155518,KN13-MUS-076,41797,0_0_110_0_0_0_0_0_0_0_0,0,0_0,0_0_110,0_0_110_0
155519,KN13-MUS-078,34419; 41346; 41890,0_16_0_1_6_0_1_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155520,KN13-MUS-079,34420; 41891,0_0_33_12_146_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155521,KN13-MUS-088,34421; 41892,0_0_47_6_32_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155522,KN13-MUS-090,34422; 41893,0_0_47_6_29_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155523,KN13-MUS-098,34423; 41347; 41894,0_0_23_8_2_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_8
155524,KN13-MUS-106,34424; 41895,0_0_33_12_376_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155525,KN13-MUS-111,34425,0_0_33_12_368_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155526,KN13-MUS-120,34426; 41896,0_16_0_1_6_6_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155527,KN13-MUS-129,34427; 41897; 45012,0_0_23_3_5_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_3
155528,KN13-MUS-131,34428; 41348; 41898,0_0_33_12_386_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155529,KN13-MUS-132,34429; 41899,0_16_0_18_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_18
155530,KN13-MUS-137,34430; 41206; 41900,0_0_47_11_1_10_0_1_0_0_0,0,0_0,0_0_47,0_0_47_11
155531,KN13-MUS-140,34431; 41901,0_12_10_4_0_0_0_0_0_0_0,0,0_12,0_12_10,0_12_10_4
155532,KN13-MUS-141,34432; 41902,0_0_33_12_169_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155533,KN13-MUS-143,34433; 41903,0_0_33_12_89_4_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155534,KN13-MUS-145,34434; 41904,1_1_17_4_28_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155535,KN13-MUS-180,34435; 41905,0_0_47_6_3_1_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155536,KN13-MUS-197,34436; 41906; 45013,0_0_23_3_4_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_3
155537,KN13-MUS-200,34437; 41907,0_0_33_12_89_5_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155538,KN13-MUS-202,41798,0_0_47_6_36_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155539,15MUS-GQ003,41799; 45014,57_0_0_1_1_0_0_0_0_0_0,57,57_0,57_0_0,57_0_0_1
155540,15MUS-GQ005,41800,0_2_94_0_0_0_0_0_0_0_0,0,0_2,0_2_94,0_2_94_0
155541,15MUS-GQ006,34438; 34440; 34441; 41908; 41910; 41911,0_16_0_1_44_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155542,15MUS-GQ007,34439; 40593; 41909,0_0_47_6_27_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155543,15MUS-GQ009-1,34440; 41910,0_16_0_1_44_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155544,15MUS-GQ009-2,34441; 41911,0_16_0_1_44_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155545,15MUS-GQ040,41801,1_15_1_1_0_0_0_0_0_0_0,1,1_15,1_15_1,1_15_1_1
155546,15MUS-GQ047,41802; 45015,0_31_1_0_0_0_0_0_0_0_0,0,0_31,0_31_1,0_31_1_0
155547,15MUS-GQ049,34442; 41912,0_18_24_0_1_0_0_0_0_0_0,0,0_18,0_18_24,0_18_24_0
155548,15MUS-GQ053,34443; 41913,0_16_0_1_6_7_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155549,15MUS-GQ151,41803; 45016,1_7_2_0_0_0_0_0_0_0_0,1,1_7,1_7_2,1_7_2_0
155550,14MUS-JO004,41804,1_1_27_25_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_25
155551,14MUS-JO006,34444; 41207; 41914,0_0_33_12_393_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155552,14MUS-JO009,41805,0_0_25_0_5_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_0
155553,14MUS-JO011,34445; 41915,0_0_33_12_194_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155554,14MUS-JO015,41806,0_0_33_12_409_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155555,14MUS-JO017,41807,1_1_74_0_0_0_0_0_0_0_0,1,1_1,1_1_74,1_1_74_0
155556,14MUS-JO020,34446; 41916,0_0_36_1_1_1_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155557,14MUS-JO027,34447; 41917,0_0_33_12_194_1_0_0_0_1_0,0,0_0,0_0_33,0_0_33_12
155558,14MUS-JO028,41808,1_1_17_4_40_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155559,14MUS-JO029,41809,0_2_72_1_0_0_0_0_0_0_0,0,0_2,0_2_72,0_2_72_1
155560,14MUS-JO030,34448; 41918,0_0_33_12_394_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155561,14MUS-JO033,34449; 41919,0_0_33_12_89_6_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155562,14MUS-JO037,34450; 41920,0_0_33_12_372_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155563,14MUS-JO038,34451; 41921; 45017,0_0_28_1_3_0_0_0_0_0_0,0,0_0,0_0_28,0_0_28_1
155564,14MUS-JO040,34452; 40594; 41922,0_0_36_1_12_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155565,14MUS-JO041,34453; 41349; 41923; 45018,0_0_23_2_16_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_2
155566,14MUS-JO045,34454; 41924,0_0_33_47_3_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_47
155567,14MUS-JO055,41810,1_1_17_4_39_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155568,14MUS-JO060,34455; 41925; 45019,0_0_28_1_2_0_0_0_0_0_0,0,0_0,0_0_28,0_0_28_1
155569,14MUS-JO064,34456; 41926,0_0_33_12_378_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155570,14MUS-JO066,34457; 41927,0_0_33_12_373_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155571,14MUS-JO067,34458; 41928,0_0_33_12_367_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155572,14MUS-JO068,34459; 41929,0_0_33_12_389_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155573,14MUS-JO076,34460; 41930,1_1_17_21_1_1_0_0_0_0_0,1,1_1,1_1_17,1_1_17_21
155574,14MUS-JO077,34461; 41208; 41931,0_2_0_1_0_175_0_0_0_0_0,0,0_2,0_2_0,0_2_0_1
155575,14MUS-JO078,34462; 41932,0_0_23_34_2_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_34
155576,14MUS-JO084,34463; 41933,0_0_33_12_391_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155577,20MUS-AH002,34464; 41934,0_7_0_12_21_0_0_0_0_1_0,0,0_7,0_7_0,0_7_0_12
155578,20MUS-AH004,34465; 41935,0_0_33_12_384_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155579,20MUS-AH005,34466; 41936,0_0_47_11_1_1_1_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155580,20MUS-AH007,41811,0_0_47_6_34_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155581,20MUS-AH008,34467; 41937,0_0_47_11_1_7_2_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155582,20MUS-AH010,41812; 45020,0_2_93_0_0_0_0_0_0_0_0,0,0_2,0_2_93,0_2_93_0
155583,20MUS-AH011,34468; 41938,0_0_47_11_1_10_1_0_1_0_0,0,0_0,0_0_47,0_0_47_11
155584,20MUS-AH012,34469; 41209; 41939,0_0_33_12_146_0_1_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155585,20MUS-AH013,34470; 41940,0_0_33_12_388_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155586,20MUS-AH017,41813,0_0_33_12_411_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155587,20MUS-AH021,41814,1_1_17_30_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_30
155588,20MUS-AH022,34471; 41941,0_7_0_12_19_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155589,20MUS-AH023,34472; 34481; 34482; 34495; 41942,0_7_0_12_13_0_1_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155590,20MUS-AH027,21981; 38811,0_23_0_3_0_0_0_0_0_0_0,0,0_23,0_23_0,0_23_0_3
155591,20MUS-AH030,21983; 29690; 34473,0_0_23_9_4_1_0_0_0_0_0,0,0_0,0_0_23,0_0_23_9
155592,20MUS-AH032,21984; 29691,0_0_23_26_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_26
155593,20MUS-AH034,34474; 41943,1_1_17_6_13_0_0_5_0_0_0,1,1_1,1_1_17,1_1_17_6
155594,20MUS-AH036,41815,1_1_17_29_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_29
155595,20MUS-AH037,34475; 41944,0_0_33_12_379_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155596,20MUS-AH039,34476; 41210; 41945,0_0_33_12_383_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155597,20MUS-AH040,41816,0_16_0_1_49_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155598,20MUS-AH042,41817,1_1_17_21_2_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_21
155599,20MUS-AH044-1,34477; 41350; 41946,0_2_71_0_0_0_0_1_2_0_0,0,0_2,0_2_71,0_2_71_0
155600,20MUS-AH044-2,34477; 34478; 41350; 41351; 41946; 41947,0_2_71_0_0_0_0_1_2_0_0,0,0_2,0_2_71,0_2_71_0
155601,20MUS-AH045,34479; 41948,0_7_0_12_20_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155602,20MUS-AH052,34480; 40595; 41949,11_0_5_0_1_0_0_0_0_0_0,11,11_0,11_0_5,11_0_5_0
155603,20MUS-AH053,34481; 39064; 41950,0_7_0_12_13_0_1_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155604,20MUS-AH054,34482; 39065; 41951,0_7_0_12_13_0_1_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155605,20MUS-AH055,34483; 41952,1_1_17_24_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_24
155606,20MUS-AH057,34484; 41953,0_7_0_12_13_1_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155607,20MUS-AH061,41818,1_1_17_13_4_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_13
155608,20MUS-AH063,41819,1_1_17_4_38_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155609,20MUS-AH065,34485; 40596; 41954,1_1_27_7_0_2_0_0_0_1_0,1,1_1,1_1_27,1_1_27_7
155610,20MUS-AH067,34486; 34515; 41352; 41354; 41955,1_1_27_14_1_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_14
155611,20MUS-AH074,34487; 41956,0_2_71_0_0_0_0_1_0_0_0,0,0_2,0_2_71,0_2_71_0
155612,20MUS-AH080,34488; 41957,0_0_47_11_1_7_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155613,20MUS-AH081,34489; 41958,1_1_17_6_13_16_0_0_0_0_0,1,1_1,1_1_17,1_1_17_6
155614,20MUS-AH083,34490; 41959,0_7_0_12_21_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155615,20MUS-AH084,34491; 34507; 40597; 40598; 41960,1_1_27_7_0_2_0_0_0_0_0,1,1_1,1_1_27,1_1_27_7
155616,20MUS-AH085-1,34492; 41961,0_0_47_11_12_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155617,20MUS-AH085-2,34492; 41961,0_0_47_11_12_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155618,20MUS-AH095,41820; 45021,1_1_27_18_1_1_0_0_0_0_0,1,1_1,1_1_27,1_1_27_18
155619,20MUS-AH096,34493; 41962,0_2_71_0_0_0_1_0_0_0_0,0,0_2,0_2_71,0_2_71_0
155620,20MUS-AH098-1,41821,11_0_0_1_1_0_0_0_0_0_0,11,11_0,11_0_0,11_0_0_1
155621,20MUS-AH098-2,41821; 41822,11_0_0_1_1_0_0_0_0_0_0,11,11_0,11_0_0,11_0_0_1
155622,20MUS-AH103,41823,0_2_21_0_19_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
155623,20MUS-AH104,41824,1_1_17_32_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_32
155624,20MUS-AH105,34494; 41963,0_7_0_12_15_1_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155625,20MUS-AH108,34495; 41964,0_7_0_12_13_0_1_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155626,20MUS-AH110-1,41825,0_23_0_4_0_0_0_0_0_0_0,0,0_23,0_23_0,0_23_0_4
155627,20MUS-AH110-2,41825,0_23_0_4_0_0_0_0_0_0_0,0,0_23,0_23_0,0_23_0_4
155628,20MUS-AH112,41826,0_0_47_32_0_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_32
155629,20MUS-AH114,34496,0_0_47_11_10_0_0_0_1_0_0,0,0_0,0_0_47,0_0_47_11
155630,20MUS-AH117,34497; 41965,0_0_33_12_395_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155631,20MUS-AH121,41827; 45022,0_16_0_22_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_22
155632,20MUS-AH122,41828,0_0_33_12_413_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155633,20MUS-AH124,34498; 41211; 41966; 45023,0_0_33_12_382_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155634,20MUS-AH125,34499; 41353; 41967,0_7_0_12_25_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155635,20MUS-AH127,34500; 41968,0_0_47_11_1_8_2_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155636,20MUS-AH129,34501; 41969,0_2_1_0_574_1_0_0_0_0_0,0,0_2,0_2_1,0_2_1_0
155637,20MUS-AH135,34502; 41970,1_1_27_7_4_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_7
155638,20MUS-AH138,34503,0_0_47_11_10_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155639,20MUS-AH139,34504; 41971,1_1_27_16_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_16
155640,20MUS-AH141,41829,1_1_27_23_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_23
155641,20MUS-AH143,34505; 41972,0_0_23_9_0_4_0_0_0_0_0,0,0_0,0_0_23,0_0_23_9
155642,20MUS-AH144,41830,1_1_75_0_0_0_0_0_0_0_0,1,1_1,1_1_75,1_1_75_0
155643,20MUS-AH145,34506; 41973,0_7_0_12_23_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155644,20MUS-AH146,34507; 40598; 41974,1_1_27_7_0_2_0_0_0_0_0,1,1_1,1_1_27,1_1_27_7
155645,20MUS-AH148,34508; 41975,0_0_33_12_283_0_1_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155646,21MUS-AH003,34509; 41976,0_0_33_12_381_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155647,21MUS-AH004,34510; 41977,1_1_17_13_3_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_13
155648,21MUS-AH008,34511; 41978; 45024,1_1_27_18_1_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_18
155649,21MUS-AH010,34512; 41979,0_0_47_11_1_0_2_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155650,21MUS-AH012,34513; 34548; 41980; 42013,0_12_6_4_2_0_0_0_0_0_0,0,0_12,0_12_6,0_12_6_4
155651,21MUS-AH016,34514; 41981,1_1_17_4_30_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155652,21MUS-AH017,41831,0_0_33_12_412_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155653,21MUS-AH018,41832,0_2_92_0_0_0_0_0_0_0_0,0,0_2,0_2_92,0_2_92_0
155654,21MUS-AH021-R,21989,0_2_21_0_14_0_0_1_0_0_0,0,0_2,0_2_21,0_2_21_0
155655,21MUS-AH022,34498; 41211; 41966; 45023,0_0_33_12_382_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155656,21MUS-AH024,34515; 41354; 41982,1_1_27_14_1_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_14
155657,21MUS-AH025,41833,11_0_5_2_0_0_0_0_0_0_0,11,11_0,11_0_5,11_0_5_2
155658,21MUS-AH027,34516; 41983,0_2_71_0_0_0_0_1_1_0_0,0,0_2,0_2_71,0_2_71_0
155659,21MUS-AH028,34517; 41984,0_0_26_3_193_0_0_0_0_0_0,0,0_0,0_0_26,0_0_26_3
155660,21MUS-AH031,34518; 40599; 41985,0_0_47_11_1_8_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155661,21MUS-AH036,34519; 41986,0_0_47_11_1_8_1_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155662,21MUS-AH039,34520; 41987,1_1_17_17_1_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_17
155663,21MUS-AH042,34521; 41988,1_1_27_15_2_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_15
155665,21MUS-AH052,34522; 41989,0_0_33_12_381_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155666,21MUS-AH053,34523; 41990,0_2_71_0_0_0_0_1_0_0_0,0,0_2,0_2_71,0_2_71_0
155667,21MUS-AH055,34524; 41212; 41991,0_18_23_2_0_1_0_0_0_0_0,0,0_18,0_18_23,0_18_23_2
155668,21MUS-AH056,41834,0_0_47_6_35_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155669,21MUS-AH057,34525; 41992,0_7_0_12_24_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155670,21MUS-AH061,34526; 41993,1_1_17_6_13_0_0_4_0_0_0,1,1_1,1_1_17,1_1_17_6
155671,21MUS-AH065,41835; 45025,0_0_108_0_0_0_0_0_0_0_0,0,0_0,0_0_108,0_0_108_0
155672,21MUS-AH071,34527; 41994,0_0_63_0_2_0_1_0_0_0_0,0,0_0,0_0_63,0_0_63_0
155673,21MUS-AH072,34527; 41994,0_0_63_0_2_0_1_0_0_0_0,0,0_0,0_0_63,0_0_63_0
155674,21MUS-AH073,34528; 41995,0_7_0_12_22_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
155675,21MUS-AH074,34529; 41996,0_0_36_1_3_2_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155676,21MUS-AH077,41836,0_0_33_189_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_189
155677,21MUS-AH078,34530; 41997,1_1_27_7_0_1_0_0_0_0_0,1,1_1,1_1_27,1_1_27_7
155678,21MUS-AH084,41837,0_0_47_30_0_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_30
155679,21MUS-AH090,34531; 41355; 41998,0_7_0_34_0_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_34
155680,21MUS-AH091,34532; 41999,0_0_47_6_30_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155681,21MUS-AH093,34533; 42000,0_0_47_11_1_6_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155682,21MUS-AH095,34534; 42001,0_7_0_12_13_0_1_0_1_0_0,0,0_7,0_7_0,0_7_0_12
155683,21MUS-AH098,41838,0_0_23_9_5_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_9
155684,21MUS-AH100,41839,0_0_47_31_0_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_31
155685,21MUS-AH101,41840,0_0_33_12_410_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155686,21MUS-AH105-R,34535,1_1_17_17_0_0_1_1_0_1_0,1,1_1,1_1_17,1_1_17_17
155687,21MUS-AH106,34536; 42002,0_7_0_12_13_0_1_0_0_1_0,0,0_7,0_7_0,0_7_0_12
155688,21MUS-AH109,34537; 42003,0_0_47_11_1_10_1_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155689,21MUS-AH111,34538,0_0_23_9_4_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_9
155690,21MUS-AH113,34539; 42004,0_0_33_12_396_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155691,21MUS-AH114,34540; 40600; 42005,1_1_27_7_0_3_0_0_0_0_0,1,1_1,1_1_27,1_1_27_7
155692,21MUS-AH115,41841,0_0_33_191_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_191
